F:\New folder\Data\IMG\center_2023_05_17_20_25_54_912.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_54_912.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_54_912.jpg, 0, 0, 0, 7.836592E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_013.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_013.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_013.jpg, 0, 0, 0, 7.819243E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_113.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_113.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_113.jpg, 0, 0, 0, 8.087287E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_214.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_214.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_214.jpg, 0, 0, 0, 7.833242E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_315.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_315.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_315.jpg, 0, 0, 0, 8.153572E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_415.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_415.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_415.jpg, 0, 0, 0, 7.854035E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_516.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_516.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_516.jpg, 0, 0, 0, 7.873282E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_615.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_615.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_615.jpg, 0, 0, 0, 7.887292E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_717.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_717.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_717.jpg, 0, 0, 0, 7.887583E-05
F:\New folder\Data\IMG\center_2023_05_17_20_25_55_820.jpg, F:\New folder\Data\IMG\left_2023_05_17_20_25_55_820.jpg, F:\New folder\Data\IMG\right_2023_05_17_20_25_55_820.jpg, 0, 0, 0, 7.964025E-05
